mls_number,city,address,postal_code,price,price_numeric,property_type,building_type,bedrooms,bathrooms,size_interior,size_exterior,lot_size,year_built,parking_type,parking_spaces,ownership_type,heating_type,cooling_type,basement_type,agent_name,brokerage,time_on_realtor,annual_tax,tax_account_id,assessed_value_2025,assessed_value_2026,taxable_assessment_2025,taxable_assessment_2026,tax_municipal_2025,tax_municipal_2026,tax_education_2025,tax_education_2026,tax_library_2025,tax_library_2026,tax_total_2025,tax_total_2026,tax_property_class,tax_property_type,tax_lot_size_sqft,tax_ward,tax_valuation_approach
SK011342,"Prince Albert","575 12th STREET E|Prince Albert, Saskatchewan S6V1C5",S6V1C5,"$214,900",214900,"Single Family",House,3,2,"848 sqft",,"4026 sqft",1953,"Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)","Central air conditioning",Full,"Krystal Hammersmith","RE/MAX P.A. Realty",,"$1,983 (CAD)",,,,,,,,,,,,,,,,,,
SK017329,"Prince Albert","2010 1st AVENUE E|Prince Albert, Saskatchewan S6V2B7",S6V2B7,"$209,900",209900,"Single Family",House,7,5,"1116 sqft",,40x122.50,1912,"None, Gravel, Parking Space(s) (2)",2,Freehold,"(Electric), Forced air","Central air conditioning","Full (Finished)","Larry Ziegeman","RE/MAX P.A. Realty",,"$3,795 (CAD)",,,,,,,,,,,,,,,,,,
SK027974,"Prince Albert","522 8th STREET E|Prince Albert, Saskatchewan S6V0W6",S6V0W6,"$209,900",209900,"Single Family",House,4,2,"816 sqft",,"6855 sqft",1952,"Detached Garage, Gravel, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)","Wall unit","Full (Finished)","Trevor Boettcher","Coldwell Banker Signature",,"$3,000 (CAD)",,,,,,,,,,,,,,,,,,
SK019623,"Prince Albert","59 18th STREET E|Prince Albert, Saskatchewan S6V1H1",S6V1H1,"$209,900",209900,"Single Family",House,6,2,"1092 sqft",,56.8xirregular,1954,"Detached Garage, Parking Space(s) (2)",2,Freehold,"Baseboard heaters, (Electric), Forced air, (Natural gas)",,"Full (Finished)","Larry Ziegeman","RE/MAX P.A. Realty",,"$3,550 (CAD)",,,,,,,,,,,,,,,,,,
SK027664,"Prince Albert","631 20th STREET E|Prince Albert, Saskatchewan S6V1L5",S6V1L5,"$209,900",209900,"Single Family",House,3,1,"809 sqft",,"4018 sqft",1945,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Joel Senko","RE/MAX P.A. Realty",,"$2,154 (CAD)",,,,,,,,,,,,,,,,,,
SK021027,"Prince Albert","619 7th STREET E|Prince Albert, Saskatchewan S6V0S7",S6V0S7,"$199,900",199900,"Single Family",House,5,2,"1381 sqft",,"6416 sqft",1946,"None, Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,"Partial, Crawl space (Finished)","Brooke Wozniak","Real Broker SK Ltd.",,"$2,348 (CAD)",,,,,,,,,,,,,,,,,,
SK024091,"Prince Albert","130 21st STREET E|Prince Albert, Saskatchewan S6V1M1",S6V1M1,"$199,900",199900,"Single Family",House,3,2,"1613 sqft",,"6095 sqft",1947,"Detached Garage, Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Michael Lypchuk","RE/MAX P.A. Realty",,"$3,451 (CAD)",,,,,,,,,,,,,,,,,,
SK005982,"Prince Albert","2885 Lakeview DRIVE|Prince Albert, Saskatchewan S6W0A4",S6W0A4,"$199,900",199900,"Vacant Land",Unknown,,,,,"0.27 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,605 (CAD)",,,,,,,,,,,,,,,,,,
SK013518,"Prince Albert","1D 516 River STREET E|Prince Albert, Saskatchewan S6V0A6",S6V0A6,"$199,900",199900,"Single Family",Apartment,2,2,"1216 sqft",,"0.55 ac",1986,"Detached Garage, Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)","Central air conditioning",,"Jesse Honch","Coldwell Banker Signature",,"$2,820 (CAD)",,,,,,,,,,,,,,,,,,
SK018472,"Prince Albert","843 7TH STREET E|Prince Albert, Saskatchewan S6V6T3",S6V6T3,"$199,900",199900,"Single Family",,5,2,"920 sqft",,"3840 sqft",1978,"None, Gravel, Parking Space(s) (3)",3,Freehold,"Baseboard heaters, (Electric), Forced air, (Natural gas)",,"Full (Finished)","Luke Gyoerick","RE/MAX P.A. Realty",,"$2,811 (CAD)",,,,,,,,,,,,,,,,,,
SK021832,"Prince Albert","514 8th STREET E|Prince Albert, Saskatchewan S6V0W6",S6V0W6,"$199,000",199000,"Single Family",House,3,2,"826 sqft",,"6687 sqft",1927,"Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Todd Antaya","eXp Realty",,"$2,073 (CAD)",,,,,,,,,,,,,,,,,,
SK018759,"Prince Albert","707 5th STREET E|Prince Albert, Saskatchewan S6V0M5",S6V0M5,"$194,900",194900,"Single Family",House,2,1,"720 sqft",,"6439 sqft",1944,"Attached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)",,"Partial (Unfinished)","Joel Broda","RE/MAX P.A. Realty",,"$1,970 (CAD)",,,,,,,,,,,,,,,,,,
SK013332,"Prince Albert","130 Donaldson STREET|Prince Albert, Saskatchewan S6V5Y8",S6V5Y8,"$189,900",189900,"Single Family",House,5,1,"840 sqft",,"5401 sqft",1972,None,,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Michael Lypchuk","RE/MAX P.A. Realty",,"$3,101 (CAD)",,,,,,,,,,,,,,,,,,
SK022185,"Prince Albert","1080 4th STREET E|Prince Albert, Saskatchewan S6V0K9",S6V0K9,"$183,900",183900,"Single Family",House,2,1,"624 sqft",,"0.15 ac",1953,"Detached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)","Central air conditioning",Full,"Brooklynn (Brook) Valcourt","eXp Realty",,"$2,199 (CAD)",,,,,,,,,,,,,,,,,,
SK021919,"Prince Albert","315 11th STREET NW|Prince Albert, Saskatchewan S6V5R3",S6V5R3,"$179,900",179900,"Vacant Land",Unknown,,,,,"1.3 ac",,,,Freehold,,,,"Jenna Law","Hansen Real Estate Inc.",,"$2,069 (CAD)",,,,,,,,,,,,,,,,,,
SK028776,"Prince Albert","301 2501 1st AVENUE W|Prince Albert, Saskatchewan S6V5A3",S6V5A3,"$179,900",179900,"Single Family",Apartment,1,1,"818 sqft",,"0.45 ac",1997,"Other, Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)",,,"Adam Schmalz","RE/MAX P.A. Realty","5 days ago","$2,348 (CAD)",,,,,,,,,,,,,,,,,,
SK014221,"Prince Albert","201 1901 1 1/2 AVENUE W|Prince Albert, Saskatchewan S6V5A8",S6V5A8,"$179,900",179900,"Single Family",Apartment,2,1,"840 sqft",,"1.1 ac",2008,"Underground (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)","Wall unit",,"David Harradence","RE/MAX P.A. Realty",,"$2,548 (CAD)",,,,,,,,,,,,,,,,,,
SK018365,"Prince Albert","755 4th STREET E|Prince Albert, Saskatchewan S6V0K4",S6V0K4,"$178,900",178900,"Single Family",House,2,1,"725 sqft",,"5289 sqft",1946,"Gravel, Parking Space(s) (3)",3,Freehold,"Forced air, (Natural gas)",,,"Kevin Isbister","eXp Realty",,"$1,911 (CAD)",,,,,,,,,,,,,,,,,,
SK019423,"Prince Albert","135 21st STREET W|Prince Albert, Saskatchewan S6V4H8",S6V4H8,"$175,000",175000,"Single Family",House,3,1,"793 sqft",,"5794.28 sqft",1950,"Detached Garage, Gravel, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Partially finished)","Shendaia Benson","RE/MAX P.A. Realty",,"$2,665 (CAD)",,,,,,,,,,,,,,,,,,
SK019144,"Prince Albert","345 19th STREET E|Prince Albert, Saskatchewan S6V1J8",S6V1J8,"$169,900",169900,"Single Family",House,4,2,"848 sqft",,41.5x121.95,1956,"None, Gravel, Parking Space(s) (4)",4,Freehold,"Baseboard heaters, (Electric), Forced air, (Natural gas)",,"Full (Finished)","Larry Ziegeman","RE/MAX P.A. Realty",,"$2,534 (CAD)",,,,,,,,,,,,,,,,,,
SK025561,"Prince Albert","0 42ND STREET E|Prince Albert, Saskatchewan S6V5R5",S6V5R5,"$169,000",169000,"Vacant Land",Unknown,,,,,"1.49 ac",,,,Freehold,,,,"Michael Kvasnak","Boyes Group Realty Inc.",,"$6,429 (CAD)",,,,,,,,,,,,,,,,,,
SK027629,"Prince Albert","34 Glass DRIVE|Prince Albert, Saskatchewan S6X0A7",S6X0A7,"$168,888",168888,"Vacant Land",Unknown,,,,,"0.29 ac",,,,Freehold,,,,"Jeremy Hudye","Coldwell Banker Signature",,"$1,800 (CAD)",,,,,,,,,,,,,,,,,,
SK028549,"Prince Albert","217 515 28th STREET E|Prince Albert, Saskatchewan S6V1X8",S6V1X8,"$168,800",168800,"Single Family",Apartment,2,2,"891 sqft",,"80860.5 sqft",1972,"Surfaced (1), Other, None, Parking Space(s) (12)",13,Condominium/Strata,"Forced air, (Natural gas)",,,"Duane Braaten P.App AACI","Advantage Real Estate",,"$2,001 (CAD)",,,,,,,,,,,,,,,,,,
SK028760,"Prince Albert","450 River STREET E|Prince Albert, Saskatchewan S6V1G8",S6V1G8,"$164,900",164900,"Single Family",House,2,1,"675 sqft",,"0.16 ac",1930,"Detached Garage, Gravel, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Brooke Wozniak","Real Broker SK Ltd.","4 days ago","$1,950 (CAD)",,,,,,,,,,,,,,,,,,
SK019658,"Prince Albert","712 6th STREET E|Prince Albert, Saskatchewan S6V0N8",S6V0N8,"$159,900",159900,"Single Family",House,2,2,"533 sqft",,"6440 sqft",1942,"Detached Garage, Gravel, Heated Garage, Parking Space(s) (6)",6,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Michael Lypchuk","RE/MAX P.A. Realty",,"$2,020 (CAD)",,,,,,,,,,,,,,,,,,
SK024969,"Prince Albert","625 7th STREET E|Prince Albert, Saskatchewan S6V0S7",S6V0S7,"$159,900",159900,"Single Family",House,2,1,"650 sqft",,"0.15 ac",1937,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Partial (Unfinished)","Conrad Kruger","eXp Realty",,"$1,939 (CAD)",,,,,,,,,,,,,,,,,,
SK012332,"Prince Albert","630 5Th AVENUE E|Prince Albert, Saskatchewan S6V2H5",S6V2H5,"$159,900",159900,"Single Family",House,3,2,"720 sqft",,"5924 sqft",1949,"None, Gravel, Parking Space(s) (2)",2,Freehold,"Baseboard heaters, (Electric), Forced air, (Natural gas)",,"Full (Finished)","Luke Gyoerick","RE/MAX P.A. Realty",,"$2,038 (CAD)",,,,,,,,,,,,,,,,,,
SK025115,"Prince Albert","200 11th STREET E|Prince Albert, Saskatchewan S6V1A3",S6V1A3,"$149,999",149999,"Single Family",House,3,3,"925 sqft",,"3782 sqft",,"Detached Garage, Gravel, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Terri Sawchuk","Boyes Group Realty Inc.",,"$1,784 (CAD)",,,,,,,,,,,,,,,,,,
SK028042,"Prince Albert","236 12th STREET E|Prince Albert, Saskatchewan S6V0A1",S6V0A1,"$149,900",149900,"Single Family",House,4,2,"1635 sqft",,"8125 sqft",,"Detached Garage, Gravel, Heated Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)",,,"Trevor Boettcher","Coldwell Banker Signature",,"$1,916 (CAD)",,,,,,,,,,,,,,,,,,
SK008808,"Prince Albert","2441 6th AVENUE E|Prince Albert, Saskatchewan S6V7P6",S6V7P6,"$149,900",149900,"Vacant Land",Unknown,,,,,"0.26 ac",,,,Freehold,,,,"Elaine McMillan","Century 21 Fusion",,"$2,233 (CAD)",,,,,,,,,,,,,,,,,,
SK019836,"Prince Albert","102 54 19th STREET E|Prince Albert, Saskatchewan S6V1J2",S6V1J2,"$149,000",149000,"Single Family",Apartment,2,1,"893 sqft",,"0.24 ac",1989,"Surfaced (1), None, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)","Wall unit",,"Jesse Honch","Coldwell Banker Signature",,"$2,293 (CAD)",,,,,,,,,,,,,,,,,,
SK025467,"Prince Albert","203 66 19th STREET W|Prince Albert, Saskatchewan S6V7T6",S6V7T6,"$144,500",144500,"Single Family",Apartment,2,1,"915 sqft",,"0.39 ac",1986,"Underground (1), Other, Heated Garage, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)","Wall unit",,"Michael Lypchuk","RE/MAX P.A. Realty",,"$2,365 (CAD)",,,,,,,,,,,,,,,,,,
SK026968,"Prince Albert","565 15th STREET W|Prince Albert, Saskatchewan S6V3R3",S6V3R3,"$139,900",139900,"Single Family",House,3,1,"1176 sqft",,"7961 sqft",1917,"Detached Garage, Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Adam Schmalz","RE/MAX P.A. Realty",,"$2,017 (CAD)",,,,,,,,,,,,,,,,,,
SK028700,"Prince Albert","332 11th STREET E|Prince Albert, Saskatchewan S6V1A6",S6V1A6,"$139,900",139900,"Single Family",House,3,2,"840 sqft",,"4025 sqft",1949,"Gravel, Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Adam Schmalz","RE/MAX P.A. Realty","6 days ago","$2,202 (CAD)",,,,,,,,,,,,,,,,,,
SK026766,"Prince Albert","1603 13th STREET W|Prince Albert, Saskatchewan S6V3J9",S6V3J9,"$139,900",139900,"Single Family",House,4,2,"660 sqft",,"5121 sqft",1950,"Detached Garage, Parking Pad, Heated Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Joel Senko","RE/MAX P.A. Realty",,"$1,675 (CAD)",,,,,,,,,,,,,,,,,,
SK022209,"Prince Albert","178 6th STREET E|Prince Albert, Saskatchewan S6V0M8",S6V0M8,"$139,900",139900,"Single Family",House,3,1,"798 sqft",,"0.14 ac",1905,"Detached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)","Wall unit, Window air conditioner","Partial (Unfinished)","Luke Gyoerick","RE/MAX P.A. Realty",,"$1,601 (CAD)",,,,,,,,,,,,,,,,,,
SK026747,"Prince Albert","513 10th STREET E|Prince Albert, Saskatchewan S6V0Z7",S6V0Z7,"$139,900",139900,"Single Family",House,3,2,"704 sqft",,"4033.29 sqft",1954,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Jesse Honch","Coldwell Banker Signature",,"$2,168 (CAD)",,,,,,,,,,,,,,,,,,
SK009335,"Prince Albert","Lot F Kopperud ROAD|Prince Albert Rm No. 461, Saskatchewan S6V5R1",S6V5R1,"$134,900",134900,"Vacant Land",Unknown,,,,,"4.8 ac",,,,Freehold,,,,"Joel Senko","RE/MAX P.A. Realty",,"$793 (CAD)",,,,,,,,,,,,,,,,,,
SK009336,"Prince Albert","Lot E Kopperud ROAD|Prince Albert Rm No. 461, Saskatchewan S6V5R1",S6V5R1,"$134,900",134900,"Vacant Land",Unknown,,,,,"4.8 ac",,,,Freehold,,,,"Joel Senko","RE/MAX P.A. Realty",,"$793 (CAD)",,,,,,,,,,,,,,,,,,
SK021937,"Prince Albert","552 10th STREET|Prince Albert, Saskatchewan S6V0Z6",S6V0Z6,"$134,900",134900,"Single Family",House,4,2,"732 sqft",,"4026 sqft",1945,"Detached Garage, Gravel, Parking Space(s) (8)",8,Freehold,"Forced air","Central air conditioning",Full,"Mike Zaparaniuk","LPT Realty",,"$1,684 (CAD)",,,,,,,,,,,,,,,,,,
SK028647,"Prince Albert","584 7th STREET E|Prince Albert, Saskatchewan S6V0S5",S6V0S5,"$129,900",129900,"Single Family",House,4,2,"908 sqft",,"6120 sqft",1953,"Gravel, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Marc Poulin","Century 21 Fusion","6 days ago","$2,472 (CAD)",,,,,,,,,,,,,,,,,,
SK029034,"Prince Albert","806 12th STREET W|Prince Albert, Saskatchewan S6V3C5",S6V3C5,"$119,900",119900,"Single Family",House,3,2,"850 sqft",,"4290 sqft",1946,"Detached Garage, Gravel, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Joel Senko","RE/MAX P.A. Realty","10 hours ago","$2,260 (CAD)",,,,,,,,,,,,,,,,,,
SK005970,"Prince Albert","841 Kerr COVE|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$119,900",119900,"Vacant Land",Unknown,,,,,"0.21 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,401 (CAD)",,,,,,,,,,,,,,,,,,
SK028217,"Prince Albert","307 15th STREET W|Prince Albert, Saskatchewan S6V3R1",S6V3R1,"$119,900",119900,"Single Family",House,2,1,"1078 sqft",,"0.1 ac",1920,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Partial, Crawl space (Unfinished)","Ivan Toledo","RE/MAX Saskatoon",,"$1,567 (CAD)",,,,,,,,,,,,,,,,,,
SK005971,"Prince Albert","838 Kerr COVE|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$119,900",119900,"Vacant Land",Unknown,,,,,"0.21 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,401 (CAD)",,,,,,,,,,,,,,,,,,
SK996615,"Prince Albert","722 32nd STREET W|Prince Albert, Saskatchewan S6V7T5",S6V7T5,"$115,000",115000,"Vacant Land",Unknown,,,,,"8870 sqft",,,,Freehold,,,,"Adam Schmalz","RE/MAX P.A. Realty",,"$2,629 (CAD)",,,,,,,,,,,,,,,,,,
SK005972,"Prince Albert","834 Kerr COVE|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$114,900",114900,"Vacant Land",Unknown,,,,,"0.17 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,380 (CAD)",,,,,,,,,,,,,,,,,,
SK002000,"Prince Albert","RM of Prince Albert Lot|Prince Albert, Saskatchewan S6V5R1",S6V5R1,"$110,000",110000,"Vacant Land",Unknown,,,,,"14.75 ac",,,,Freehold,,,,"Michael Lypchuk","RE/MAX P.A. Realty",,"$2,696 (CAD)",,,,,,,,,,,,,,,,,,
SK005976,"Prince Albert","813 Kerr COVE|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$109,900",109900,"Vacant Land",Unknown,,,,,"0.17 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,380 (CAD)",,,,,,,,,,,,,,,,,,
SK005981,"Prince Albert","3090 Lakeview DRIVE|Prince Albert, Saskatchewan S6W0A4",S6W0A4,"$109,900",109900,"Vacant Land",Unknown,,,,,"0.21 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,394 (CAD)",,,,,,,,,,,,,,,,,,
SK005975,"Prince Albert","817 Kerr COVE|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$109,900",109900,"Vacant Land",Unknown,,,,,"0.18 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,387 (CAD)",,,,,,,,,,,,,,,,,,
SK005974,"Prince Albert","821 Kerr COVE|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$109,900",109900,"Vacant Land",Unknown,,,,,"0.15 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,364 (CAD)",,,,,,,,,,,,,,,,,,
SK005973,"Prince Albert","830 Kerr COVE|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$104,900",104900,"Vacant Land",Unknown,,,,,"0.14 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,341 (CAD)",,,,,,,,,,,,,,,,,,
SK005980,"Prince Albert","837 Kerr COVE|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$104,900",104900,"Vacant Land",Unknown,,,,,"0.16 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,359 (CAD)",,,,,,,,,,,,,,,,,,
SK005979,"Prince Albert","825 Kerr COVE|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$104,900",104900,"Vacant Land",Unknown,,,,,"0.14 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,340 (CAD)",,,,,,,,,,,,,,,,,,
SK005969,"Prince Albert","833 Kerr COVE|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$104,900",104900,"Vacant Land",Unknown,,,,,"0.14 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,343 (CAD)",,,,,,,,,,,,,,,,,,
SK027863,"Prince Albert","414 9th STREET E|Prince Albert, Saskatchewan S6V0Y2",S6V0Y2,"$100,000",100000,"Single Family",House,3,1,"882 sqft",,"0.1 ac",1935,"Detached Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Allana Hawkes","Royal LePage Icon Realty",,"$1,980 (CAD)",,,,,,,,,,,,,,,,,,
SK005978,"Prince Albert","801 Kerr COVE|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$99,900",99900,"Vacant Land",Unknown,,,,,"0.13 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,314 (CAD)",,,,,,,,,,,,,,,,,,
SK005977,"Prince Albert","805 Kerr COVE|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$94,900",94900,"Vacant Land",Unknown,,,,,"0.13 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,307 (CAD)",,,,,,,,,,,,,,,,,,
SK019274,"Prince Albert","469 19th STREET E|Prince Albert, Saskatchewan S6V1K3",S6V1K3,"$93,500",93500,"Single Family",House,3,1,"1199 sqft",,"8060 sqft",1917,"None, Parking Space(s) (3)",3,Freehold,"Forced air, (Natural gas)",,"Partial (Unfinished)","Michael Lypchuk","RE/MAX P.A. Realty",,"$2,499 (CAD)",,,,,,,,,,,,,,,,,,
SK005983,"Prince Albert","742 32nd STREET W|Prince Albert, Saskatchewan S6W0A3",S6W0A3,"$85,900",85900,"Vacant Land",Unknown,,,,,"0.16 ac",,,,Freehold,,,,"Joel Broda","RE/MAX P.A. Realty",,"$2,377 (CAD)",,,,,,,,,,,,,,,,,,
SK023583,"Prince Albert","485 12th STREET E|Prince Albert, Saskatchewan S6V1C3",S6V1C3,"$84,500",84500,"Single Family",House,2,1,"621 sqft",,"3462 sqft",1935,"Detached Garage, Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Michael Lypchuk","RE/MAX P.A. Realty",,"$1,832 (CAD)",,,,,,,,,,,,,,,,,,
SK027455,"Prince Albert","201 3094 5th AVENUE E|Prince Albert, Saskatchewan S6V6Z9",S6V6Z9,"$84,000",84000,"Single Family",Apartment,2,1,"800 sqft",,,1980,"Parking Space(s) (1)",1,Condominium/Strata,"Hot Water",,,"Omar Sharif","eXp Realty",,"$1,600 (CAD)",,,,,,,,,,,,,,,,,,
SK021250,"Prince Albert","860 13th STREET W|Prince Albert, Saskatchewan S6V3H3",S6V3H3,"$82,000",82000,"Single Family",House,4,2,"652 sqft",,"0.15 ac",1922,"None, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Amber Mason","RE/MAX P.A. Realty",,"$1,784 (CAD)",,,,,,,,,,,,,,,,,,
SK017800,"Prince Albert","103 314 11th STREET E|Prince Albert, Saskatchewan S6V1A5",S6V1A5,"$75,000",75000,"Single Family",Apartment,1,1,"657 sqft",,,1982,"None, Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water",,,"Adam Schmalz","RE/MAX P.A. Realty",,"$1,465 (CAD)",,,,,,,,,,,,,,,,,,
SK009754,"Prince Albert","655 6th STREET E|Prince Albert, Saskatchewan S6V0N7",S6V0N7,"$69,900",69900,"Vacant Land",Unknown,,,,,"6435 sqft",,,,Freehold,,,,"Michael Lypchuk","RE/MAX P.A. Realty",,"$2,393 (CAD)",,,,,,,,,,,,,,,,,,
SK008249,"Prince Albert","602 6th AVENUE E|Prince Albert, Saskatchewan S6V0N7",S6V0N7,"$69,900",69900,"Vacant Land",Unknown,,,,,"8276.4 sqft",,,,Freehold,,,,"Adam Schmalz","RE/MAX P.A. Realty",,"$2,423 (CAD)",,,,,,,,,,,,,,,,,,
SK024055,"Prince Albert","893 River STREET W|Prince Albert, Saskatchewan S6V2Z7",S6V2Z7,"$69,900",69900,"Single Family",House,2,1,"660 sqft",,"6194 sqft",1922,"Detached Garage, Gravel, Parking Space(s) (3)",3,Freehold,"Forced air, (Natural gas)",,"Partial (Unfinished)","Jody Ehlert","Advantage Real Estate",,"$1,803 (CAD)",,,,,,,,,,,,,,,,,,
SK008906,"Prince Albert","42 Gurney CRESCENT|Prince Albert, Saskatchewan S6X0A7",S6X0A7,"$64,900",64900,"Vacant Land",Unknown,,,,,"5785 sqft",,,,Freehold,,,,"Adam Schmalz","RE/MAX P.A. Realty",,"$2,491 (CAD)",,,,,,,,,,,,,,,,,,
SK008907,"Prince Albert","40 Gurney CRESCENT|Prince Albert, Saskatchewan S6X0A7",S6X0A7,"$64,900",64900,"Vacant Land",Unknown,,,,,"5785 sqft",,,,Freehold,,,,"Adam Schmalz","RE/MAX P.A. Realty",,"$2,491 (CAD)",,,,,,,,,,,,,,,,,,
SK026452,"Prince Albert","Blk C, Park Meadow Lane|Buckland Rm No. 491, Saskatchewan S6V5R3",S6V5R3,"$59,900",59900,"Vacant Land",Unknown,,,,,"2.47 ac",,,,Freehold,,,,"Adam Schmalz","RE/MAX P.A. Realty",,"$63 (CAD)",,,,,,,,,,,,,,,,,,
SK999001,"Prince Albert","511 21st STREET E|Prince Albert, Saskatchewan S6V1M5",S6V1M5,"$59,900",59900,"Vacant Land",Unknown,,,,,"0.14 ac",,,,Freehold,,,,"Elaine McMillan","Century 21 Fusion",,"$1,433 (CAD)",,,,,,,,,,,,,,,,,,
SK026430,"Prince Albert","Lot 1, Park Meadow Lane|Buckland Rm No. 491, Saskatchewan S6V5R3",S6V5R3,"$59,900",59900,"Vacant Land",Unknown,,,,,"2.47 ac",,,,Freehold,,,,"Adam Schmalz","RE/MAX P.A. Realty",,"$1,096 (CAD)",,,,,,,,,,,,,,,,,,
SK026447,"Prince Albert","Lot 2, Park Meadow Lane|Buckland Rm No. 491, Saskatchewan S6V5R3",S6V5R3,"$59,900",59900,"Vacant Land",Unknown,,,,,"2.47 ac",,,,Freehold,,,,"Adam Schmalz","RE/MAX P.A. Realty",,"$1,096 (CAD)",,,,,,,,,,,,,,,,,,
SK028052,"Prince Albert","456 21st STREET E|Prince Albert, Saskatchewan S6V1M3",S6V1M3,"$54,900",54900,"Single Family",House,2,1,"572 sqft",,,1945,"None, Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Michael Lypchuk","RE/MAX P.A. Realty",,"$1,920 (CAD)",,,,,,,,,,,,,,,,,,
